,names,logfoldchanges
2883,IGFBP5,0.6823132
3870,MLLT3,0.68198204
701,KIAA2026,0.68083346
2216,NDRG1,0.68067443
7421,USP43,0.6806203
646,PURB,0.6805578
869,SGPP2,0.68033504
2127,CASP8AP2,0.68030477
1079,CCNT1,0.6798357
3569,PLPP6,0.67976046
1181,IGF1R,0.67972654
2357,NCR3LG1,0.67950195
1000,PUS3,0.67949903
3524,CRAT,0.6794876
1298,RPS6KB1,0.6791951
3084,ING4,0.67901415
7530,LAT,0.6788699
354,PKM,0.6787946
532,NUDT4,0.67852217
5703,FAM89A,0.678335
1331,SHC1,0.6782656
3196,ARNT,0.67819256
1897,ME1,0.6781203
6519,LINC01619,0.67794466
415,ZDHHC4,0.67793256
3487,G0S2,0.6776425
867,SUPT20H,0.6773742
2316,CC2D1A,0.6772785
5997,USP21,0.6771408
1098,SSTR2,0.677021
2400,ZNF317,0.6769865
1482,TMEM185A,0.6768749
2030,CLASRP,0.6767538
4699,C5orf63,0.6767364
832,SSBP3,0.6766634
5045,WDR91,0.6763106
1305,KMT5A,0.6762287
2855,ZRSR2,0.6762098
2300,ZNF346,0.67618805
879,FADS1,0.6761548
744,RRM2B,0.67591614
3598,MRPS30-DT,0.67591304
1582,TMEM184B,0.67574257
659,RALGDS,0.6757356
3074,RTN2,0.67564625
5220,ITGA1,0.67551875
466,CHPT1,0.6751992
4481,LINC00513,0.6749693
2044,SCN3B,0.6749191
6817,KLHL26,0.674887
1420,HMCES,0.6748124
344,CYLD,0.6744138
7866,RPP40,0.6743568
7782,IFITM3,0.6741781
235,KCMF1,0.6737178
947,CRY2,0.6735588
1281,ELP5,0.6735463
7325,LINC01933,0.6733949
2398,MEGF8,0.6733595
8275,FCMR,0.67325526
6155,GPLD1,0.67304134
2774,PARP9,0.6729423
515,CERK,0.6729253
3811,SLAIN1,0.6725676
4231,LIMD1,0.67253315
6186,TLCD3B,0.67219925
7349,PTPRT,0.67206985
1681,ROBO1,0.6719901
724,UGP2,0.6718841
3439,NFATC3,0.6718206
910,CRTC3,0.6717331
4931,IMPA2,0.6716343
5798,MIER2,0.67151153
3307,SCN8A,0.6714516
1104,TANC2,0.67132276
6035,IGSF9B,0.6710634
4030,TXNDC16,0.67098016
645,TTC28-AS1,0.6706839
5026,ERMP1,0.6706598
1278,MAP2K7,0.67033494
5199,STAT6,0.6703308
414,BFAR,0.6701371
797,AGO2,0.6700604
2070,CNKSR3,0.67005247
8371,DNM3-IT1,0.66989434
2923,CCDC14,0.669199
2005,THNSL2,0.6688411
331,UNC50,0.6685223
7500,KCTD16,0.6685035
491,ARID1B,0.66821796
2877,FBXO38,0.6680951
3981,CUL7,0.6679925
408,HIGD1A,0.66786784
1402,IKZF5,0.6676121
8327,ANGPTL3,0.6674352
1655,ARHGEF3,0.6674079
3214,SLC9A7,0.6673335
2969,FASTKD1,0.66728944
4389,ZNF304,0.66688836
3929,SNX21,0.6666789
2247,ZNFX1,0.66647375
5092,MAPK7,0.66637135
1112,RAB31,0.6660991
520,MNX1,0.66588795
2546,CNNM1,0.66583234
2151,SPATA2,0.66560143
509,KMT2C,0.6655394
622,SYNE2,0.6655332
2728,RTL5,0.66530704
245,CPEB4,0.6643822
365,PLEKHA1,0.6643774
5251,DDR2,0.66422296
993,USP36,0.6641198
970,WBP1,0.6639932
1041,TMEM192,0.6638594
2472,PCBP4,0.66375166
931,TMEM245,0.6635467
4802,SPACA6,0.66340554
1892,LRRC28,0.66335946
1166,SLC17A5,0.6632264
5330,ZKSCAN4,0.66286695
3321,IKBKB,0.66283077
652,DRAM2,0.6625537
1072,COQ8A,0.6624666
1036,EDIL3,0.6619629
3658,GALNT7,0.66164595
3320,KIAA1522,0.6615614
715,TFDP2,0.6613143
3584,PIR,0.6610903
6135,LINC01703,0.66095805
497,TBC1D15,0.66094893
6823,PCA3,0.66048056
7472,ACP5,0.66012627
4321,NAV3,0.6599743
1357,CHDH,0.6598878
266,FXR1,0.6597484
2348,MTPAP,0.6597055
1066,ZHX3,0.65964794
4738,FALEC,0.6588492
8363,TTC34,0.65880054
833,ZFP36L2,0.65868175
4832,KLC4,0.658607
4087,TTC7A,0.6584271
940,BEND7,0.6583843
1195,NMRAL1,0.65834975
4191,PPP2R3A,0.658022
955,ENTPD3,0.6579179
279,MAN1A2,0.6572315
168,TMOD1,0.65716106
7303,LINC01285,0.65713507
707,PPA2,0.6571001
2808,SLC46A1,0.6568811
6190,SPIN4,0.6567374
1428,SNTA1,0.6567117
556,LGALS3BP,0.6566346
5354,DET1,0.656585
6705,LINC01521,0.65607303
1089,SNRNP25,0.6558763
5107,YY2,0.6557015
50,PSAP,0.65551156
1972,MALT1,0.6554691
6558,SYCE2,0.65544116
1929,C11orf68,0.6552428
8957,STRIP2,0.6550519
1967,LHFPL4,0.65466255
587,RORA,0.65443903
6692,ERBB3,0.65441775
5147,PTCD1,0.65400106
9175,RC3H1-IT1,0.65376353
9741,GSDME,0.65375143
2540,E4F1,0.6536562
2205,ZNF286A,0.65350693
673,FOXN3,0.65328133
1623,TCEAL6,0.65280265
116,EIF3H,0.6527043
806,TRIM2,0.65267503
971,SNHG21,0.65239465
816,ABLIM1,0.65238005
5890,ZNF517,0.65227425
2480,CYP2R1,0.65209174
9602,CRTC3-AS1,0.65171593
4872,DSN1,0.651565
1336,NEPRO,0.6515336
743,CPQ,0.65125823
1525,TBC1D24,0.6512092
708,SMARCA2,0.6512067
5296,C1GALT1C1L,0.65116954
1499,TLE2,0.6509545
639,ETFDH,0.65078664
834,LDLRAP1,0.65078545
853,MTURN,0.65005255
9940,SLC51A,0.64990187
616,DUS1L,0.6498272
1295,RAI2,0.6495783
721,DCAF16,0.6492966
5791,F8,0.649027
1294,CS,0.64857066
6101,SETMAR,0.6483467
1586,TLNRD1,0.6473921
3738,MAP2K5,0.6473387
5988,SPATA5,0.6472416
8385,APOC1,0.6465184
1005,CRTAP,0.6465132
2442,ZNF581,0.6464315
1583,TMEM51,0.6463399
6910,CCDC17,0.6463262
4438,SLC25A27,0.6463139
6259,TRPM5,0.6459414
5027,CELSR2,0.6458463
887,GIT1,0.6455852
4961,STAT5A,0.645453
1061,CBX4,0.64530516
9569,SYCP3,0.64508307
8202,PLAC9,0.64502794
3113,DIRAS1,0.64501625
2078,SPRED2,0.64476734
8603,SLC39A5,0.6446109
7202,FAM106A,0.6445616
6004,ZNF786,0.64432657
8642,ASB15,0.6441523
1078,CNRIP1,0.6440648
9224,NDOR1,0.64375895
450,SLU7,0.64372545
1993,PXN,0.6432155
2336,TBCEL,0.64316094
2942,GID4,0.6431599
1648,MED25,0.64305043
368,KMT2A,0.6429204
6602,SMIM10L2B,0.642654
1440,REG1B,0.64254075
1074,PARP6,0.6424696
462,RB1CC1,0.6424617
2866,CDK8,0.6422162
3516,CARF,0.6420583
3982,ZNF347,0.64201623
6797,CYTH3,0.6419374
1881,RASSF8,0.6419331
618,PLEKHM2,0.6418983
9033,ALDH1L1,0.6418188
924,CHPF2,0.6417544
3991,ZNF396,0.641592
163,PET100,0.6415795
2608,RNF166,0.64156276
1465,OGFOD1,0.64137816
4972,CCDC144A,0.64133656
802,AFF1,0.6412762
1255,DDHD1,0.64114964
1017,FAM167A,0.64109457
4656,COLGALT1,0.64067936
2844,TMEM63B,0.640456
5868,LMTK3,0.640231
7174,SLC9A5,0.64017296
10208,AMZ1,0.6401395
6411,RFPL3S,0.63944983
6113,ZNF519,0.6392132
7479,DIPK1A,0.6390562
1006,RANBP9,0.6390497
546,WNK1,0.63901764
1151,PROX1,0.6384053
349,LARP1B,0.6381165
812,CREBL2,0.6378744
2932,INPPL1,0.6377098
333,CTSL,0.63759613
2711,RAB9B,0.6375256
6365,RUNDC3A-AS1,0.6374817
4672,DLEU2L,0.6371257
1085,ILRUN,0.6370441
7291,ZSCAN22,0.63697505
303,CXXC5,0.6369733
1001,TAPBP,0.6369605
4324,GVQW3,0.6369116
9142,SELP,0.6367478
3159,LRP5L,0.6366999
1752,NDUFV2-AS1,0.63667506
2006,ERV3-1,0.63658226
1430,AHCY,0.63653237
1093,RGS17,0.6365063
4260,GRAMD4,0.63638204
7405,GDF9,0.63616633
2639,ZNF703,0.6360184
4278,HCN3,0.63601536
525,DAAM1,0.6358561
2040,OTUD7B,0.6357741
3384,FAM171A1,0.63560295
1769,SLC15A4,0.6353433
5796,HCG11,0.63520384
4507,TDRKH,0.63469833
3175,SBF1,0.6345326
460,SSH2,0.6344748
1033,LINC-PINT,0.6343341
5983,TNFAIP8L1,0.6341096
7088,APOA1,0.6340482
1205,TRIM27,0.63365036
613,WSB2,0.63331234
264,CTSD,0.633101
3914,INPP5B,0.6329353
528,MBP,0.63286036
1781,NMB,0.632776
3874,INO80B,0.6323881
3050,TENT4A,0.63226485
8247,PROB1,0.6322387
1103,ARHGAP35,0.63218325
5977,FMNL1,0.63198996
597,LMO2,0.6319593
2569,RFX6,0.63176215
1367,ZSCAN1,0.63167363
3414,SLC25A10,0.6315839
1676,RAP2A,0.6312138
2139,ZYX,0.63116276
4002,XKR7,0.63114583
1591,CETN3,0.6311345
2624,RASA2,0.6308313
825,PDX1,0.63066006
2134,SMURF1,0.630609
589,MAPK6,0.63004446
6081,NCAPD2,0.6299493
713,THYN1,0.6297691
828,KHSRP,0.6296905
3421,ZNF512,0.62936956
929,IDH3B,0.62913984
422,SYT13,0.6288832
2905,ATXN7L3,0.62885135
1011,GNPTG,0.6287223
1311,KPNA5,0.62867236
6704,TMEM88,0.62851924
2680,SH3PXD2A,0.62782264
8238,SYNDIG1,0.62774724
121,EIF4B,0.6277175
5324,RMI1,0.6275225
3938,PLD1,0.6274735
5476,RASSF1-AS1,0.627397
3429,HAUS1,0.6273841
1786,RGMB,0.6273649
417,ASH1L,0.62704974
7739,PAQR4,0.62684464
2036,MAP3K9,0.6266376
76,EIF3E,0.6264564
1755,ZBED1,0.62601745
7722,GOLGA8R,0.6260081
553,SRSF3,0.6256276
7192,GPR37,0.6255767
125,PABPC1,0.62542814
5852,LPP-AS2,0.62498164
311,DYNLL2,0.6249576
2160,CDK9,0.6248065
1248,ZNF33A,0.6246517
4830,LINC00685-1,0.6241147
4829,LINC00685,0.6241147
3388,H6PD,0.6241054
4740,DPYSL4,0.6240984
6437,ZNF491,0.6240116
5295,ZNF684,0.6238634
6213,CADPS2,0.62385684
1044,SLC25A1,0.6238107
1980,DUSP4,0.623515
5896,EEF2K,0.62332195
4010,MTAP,0.62324584
5063,LRATD1,0.62319595
200,DHRS7,0.6231845
564,CLU,0.62310034
4,RPS27,0.62293786
611,GYG1,0.6227457
6506,MMP9,0.6227277
4066,TSEN2,0.6226706
9643,CLDN10,0.6225744
3354,NRF1,0.62237525
1412,SMARCC2,0.62229776
3871,LPIN3,0.62191504
1091,ZNF516,0.62167686
7563,SLC44A5,0.6215054
4752,MYD88,0.62132543
2704,SLC2A8,0.62113106
5240,SMIM24,0.62052107
2372,DOT1L,0.62045085
2583,DIS3L,0.620154
1961,C18orf21,0.619805
898,FNDC3B,0.61979276
2298,LRIG1,0.6197352
2421,TNIP1,0.6194381
5913,ZNF202,0.61936
3683,CASKIN2,0.61928225
7247,STK32A,0.6192812
6555,LOXL4,0.6189582
2041,NUP210,0.618831
1875,CLK4,0.61832535
7587,CABP4,0.6180695
8605,WNT7B,0.61747926
1148,C11orf24,0.61731267
4631,DAGLA,0.6172483
8430,LINC02019,0.61710507
475,RETREG2,0.6168771
3265,SPINDOC,0.6167391
5782,PUS1,0.61662257
1273,SUSD6,0.616432
9318,BCAT1,0.6164193
2168,SEC24B,0.6160278
6056,ARSB,0.6158014
4715,ROM1,0.61565584
1086,UNC80,0.6150494
779,ZNF770,0.6149191
1526,BNIP2,0.6148971
1262,TEX261,0.6148618
430,SNHG16,0.6146378
401,ING2,0.61449003
7366,SFXN2,0.6144282
2193,FAXC,0.61434245
4959,INTS13,0.614275
6852,MOCS1,0.613925
9491,CFLAR-AS1,0.61355585
115,BTG3,0.61328095
9213,LYPD6B,0.6132419
3327,ARHGEF28,0.61294574
554,IL6ST,0.61262226
1232,MGST2,0.61256164
406,ARHGAP5,0.61240774
1444,MAPK3,0.61201555
6074,PUS10,0.61178905
981,SV2A,0.61162025
9276,NCF1,0.6115528
2248,MVP,0.6114738
2291,SRGAP1,0.6114466
2169,CBFA2T2,0.6113184
1549,BZW2,0.6112353
2397,FBXL20,0.6110415
934,PPP6R2,0.6109689
689,MBNL2,0.61074257
1137,ZZEF1,0.61051464
2125,ZNF26,0.6104787
787,OTULINL,0.61047775
2416,SLC25A53,0.61006975
1,EEF1A1,0.6097226
875,LENG8,0.6097139
3842,SIRT3,0.60955846
7748,TMEM269,0.6093851
1140,TRIM23,0.60921884
4519,FBXO48,0.60921216
1394,ATL3,0.6090298
3741,CTIF,0.6088684
1864,DPYSL3,0.6086293
854,MSL1,0.60808533
4215,RCC2,0.60802525
5039,ZNF616,0.60798824
6103,OSBP2,0.6074932
1962,ZNF687,0.6074543
1441,CIZ1,0.60738146
3163,TMEM120A,0.6072029
666,ZBTB7A,0.60693514
3700,RFC3,0.60692835
4015,KMT5C,0.60677725
2996,AKAP10,0.60621345
626,AOPEP,0.6059633
3385,SNX25,0.6058608
2119,ZNF10,0.60573417
2174,RANBP3,0.6055087
8994,IGFL2,0.60513264
4780,RHOF,0.6051229
8623,KDM8,0.6047935
2949,WDTC1,0.6047063
6657,TIGD4,0.6045745
664,CHD4,0.60446244
2199,RAB40C,0.6043149
6,RPL24,0.6042377
2985,TAB3,0.6041552
8294,TBX6,0.60399157
4963,GORAB,0.6037944
194,NDUFB1,0.60369194
1697,ARAF,0.6036729
4606,RPS6KA4,0.6034826
742,CNOT1,0.6033666
2679,PTCH1,0.60332876
8607,RASAL2-AS1,0.6029501
1963,ETV1,0.6028646
5634,SLC38A9,0.6027452
2254,TUFT1,0.6026741
1077,TRIB1,0.60267323
6368,SPATA5L1,0.60216135
2110,CARM1,0.60215807
1458,WDFY1,0.60211915
764,FBXW4,0.60143644
2043,CMBL,0.6014116
3346,PDE3A,0.60138756
1552,MAU2,0.6013425
3992,LINC01725,0.6012832
1183,ZBED5,0.60121155
4380,RNF25,0.6011594
2516,SEMA4D,0.6011493
723,TRIM52-AS1,0.6010878
1025,GNL1,0.600777
2204,USP40,0.60066384
6478,TIMP4,0.60063577
4265,ZNF790,0.6005517
1120,ETS1,0.60050446
2099,NSUN6,0.600206
508,ZBTB20,0.6001803
2492,SP4,0.60007507
1524,NCOA6,0.5999311
1143,DENND4A,0.5997329
578,NMRK1,0.5996279
4724,ABCC1,0.5994613
1663,PFKP,0.59933406
8718,FAXDC2,0.59929186
2166,PAK1,0.5992155
8826,ZNF404,0.59851265
3724,NUP93,0.59837
88,SVIP,0.59810144
5242,P2RY11,0.59801537
7187,CLTCL1,0.5979795
3625,RARA,0.597929
2200,NXF1,0.59765595
595,STX16,0.59764266
1434,PRPSAP1,0.5975184
786,KLHL24,0.59737295
7106,ZNF418,0.59726006
6396,LINC00239,0.5971329
5568,BCAS3,0.5970781
3669,LIN37,0.5969452
3566,HIBCH,0.59675324
901,ELOVL5,0.5966482
5984,AZIN2,0.5961908
6352,DHX34,0.59619033
4383,ORC5,0.5961696
3072,RIPK2,0.5961144
2137,NTAN1,0.5959774
1995,MAEA,0.5958369
2319,AGPAT3,0.5956673
4326,MYBBP1A,0.5955103
5441,PLOD1,0.5954091
565,PPP2R5C,0.5949547
858,CHD7,0.59489393
547,ELL2,0.59478706
2961,PPWD1,0.5943341
2051,INTS1,0.5940938
5501,ZFHX2-AS1,0.5940063
1635,KIAA0319L,0.59388274
3460,UPRT,0.593836
204,PRDX6,0.59329355
4333,AGBL5,0.59326565
1073,IFRD1,0.5931571
880,FOXO1,0.592788
5934,SLC6A9,0.5925153
5696,MICALL1,0.5924288
6312,CNNM3-DT,0.59224457
5529,TRIM68,0.59176695
7311,LINC02298,0.5917281
2678,ALKBH6,0.59127957
5382,CD72,0.5911758
493,ETFRF1,0.5911105
2447,OBSL1,0.5909725
4947,PCYOX1L,0.5908978
2068,MCMBP,0.5908187
1803,SOWAHC,0.59076357
1790,TMEM8B,0.59062916
3069,NAB1,0.5906232
5605,SOX15,0.5904272
5227,PHETA1,0.59029675
1040,FAM120A,0.5902816
2673,EML6,0.5902805
1128,UBR5,0.5901299
3651,NEK8,0.5900522
2699,PISD,0.5899752
4489,C2CD2L,0.5898341
6163,OGG1,0.5897541
1067,MKLN1,0.58899736
4325,MTCL1,0.58867264
2233,CRADD,0.58857465
2228,DPP9,0.5885556
4205,EXPH5,0.58845764
3195,REEP1,0.58830905
7624,JADE3,0.5880375
9514,FANCD2,0.58796924
1491,ZNF160,0.5878843
3271,LRMDA,0.5878275
741,YAF2,0.5875043
1664,CASP3,0.58750194
7688,PRDM16-DT,0.58707565
951,XPC,0.5867485
8440,LINC02018,0.5865605
3367,DENND1B,0.5864745
4776,SMIM18,0.58641154
312,CNOT7,0.5862114
2609,P3H4,0.5860648
5642,PLAAT4,0.58600146
7073,TONSL,0.5859872
9146,FAS,0.58582777
4363,MAP2K6,0.5854813
801,SCN1B,0.58536416
877,PPL,0.58529687
2906,MYPOP,0.5850474
1516,PEG3,0.58498305
4281,SHISA4,0.5848787
3905,LINC00683,0.5848583
788,B3GAT3,0.58484006
835,ZBED5-AS1,0.5847867
6034,ZBTB46,0.5846587
4781,TP53,0.5846073
1203,PCSK7,0.5843986
3096,DCLRE1C,0.58437634
3518,RPS6KA5,0.58431935
1956,PDZRN3,0.5843173
2781,NLK,0.58430064
8503,SLC25A15,0.5842059
1212,LINC02256-1,0.5841685
1213,LINC02256,0.5841685
4175,ZNF623,0.5841215
1215,CDIPT,0.5839651
1871,BIN1,0.5839509
300,TCEAL8,0.5839045
4747,RANBP10,0.5837699
3540,DHX33,0.5837557
24,TMEM59,0.58368033
7493,DHX58,0.58351284
5658,SLC9B1,0.5832906
1245,CARD19,0.5829787
3110,BAHD1,0.5829382
1442,ZBTB10,0.5827472
8520,EDA2R,0.5827039
96,CAMLG,0.5826257
1914,PACS2,0.58228564
3022,ZNF512B,0.58221704
2253,IGSF8,0.5818482
505,GSTO1,0.58164287
2989,NPEPL1,0.581553
7649,TMEM169,0.58132005
516,SIL1,0.58083266
840,MAML3,0.58080155
5784,ITGA2,0.5805706
1353,ZCCHC2,0.58035773
3351,PLSCR3,0.58011204
1818,HEXIM1,0.5801083
8052,TTYH1,0.58002615
906,PLXNB2,0.5800113
411,RBMX,0.5797857
4811,NPPC,0.5797454
26,CD99,0.5791387
2440,PLXNA3,0.57903695
7867,CXorf58,0.5790168
1447,AKR1B1,0.57893914
1049,LDOC1,0.5788645
4546,MKLN1-AS,0.57884514
805,REPIN1,0.57876486
6650,SYNM,0.5785513
8184,CCDC15,0.578377
3930,INKA2,0.5783506
552,MECP2,0.57812405
2712,UBALD1,0.5781045
1034,NFIL3,0.5780491
5871,MIGA2,0.5780382
2392,MTF1,0.57782245
5575,GATD1,0.577716
2778,LMCD1,0.577206
3097,MIR4435-2HG,0.57675594
9791,KIF18A,0.5765505
3447,PRKD2,0.57645893
2183,SGPP1,0.57643574
8425,GPC5-AS1,0.57626307
2255,ZNF316,0.57620037
942,DCP1A,0.57608306
3509,THOC5,0.5759395
7463,GSN-AS1,0.5756907
2751,HERC3,0.57562095
895,ITGAE,0.5754585
6040,KCNK6,0.57543087
7200,PLXDC2,0.5754008
6937,AGER,0.57521224
2615,UBE2E2,0.5751653
6130,SRRM2-AS1,0.57473886
1382,WWC3,0.5744554
2227,RAB17,0.5744465
3977,ESR1,0.5743121
7978,PALMD,0.5742412
2323,PRR14,0.5736555
1565,SPTB,0.5733357
2226,C21orf91,0.5732039
7100,LCN2,0.5728973
1899,SEC23IP,0.57268894
6710,JRK,0.57200265
9547,LINC00870,0.57198805
4116,C14orf28,0.5718393
8214,PLB1,0.57181156
86,GABARAPL2,0.57157767
696,KLHL42,0.5713636
1168,MYO3A,0.57114863
4860,FEZ1,0.5710972
1261,RELL1,0.57109123
4486,ZNF836,0.5710696
8086,C17orf50,0.57084674
1947,CLCN7,0.57082736
2278,TMEM132A,0.570778
8799,SEMA6A-AS1,0.5706855
601,SLC36A4,0.5704078
6501,MCPH1-AS1-1,0.5702001
6500,MCPH1-AS1,0.5702001
2196,SYNGR4,0.5701967
6286,SEC24B-AS1,0.57016146
4234,ZNF717,0.56982225
1163,CEP350,0.5693804
1544,PDHX,0.5689955
9217,LINC02211,0.5689111
8742,SCARF2,0.5686295
1713,TSC22D2,0.5685695
2724,DOP1A,0.56852305
954,UGGT2,0.56848323
3258,ZNF611,0.5684572
3348,ZDHHC9,0.5680868
3538,PML,0.56796503
6858,PRDM10,0.5678433
7795,SLC24A1,0.5677531
2746,NCEH1,0.5677357
2418,LIG4,0.5676521
3908,SEC22A,0.56710804
704,ORAI2,0.5669471
5543,TMEM86A,0.5669234
4206,FAAH2,0.5667816
3181,WWP2,0.5666746
5179,UNKL,0.5666605
1750,SWAP70,0.5665941
2957,ZNF777,0.5665612
2943,ZMIZ2,0.56654733
4873,ZNF783,0.56645644
7546,PRICKLE3,0.56635904
1879,MAP3K2-DT,0.5659908
3605,PRMT7,0.565953
4483,AUTS2,0.5659441
1668,FOXJ2,0.5659241
11109,IL18,0.56562024
8772,LYZ,0.56498665
9027,ADGRE5,0.5649157
663,NUDT3,0.56482023
6105,USP3-AS1,0.5646379
428,VEGFA,0.5644754
4991,USP49,0.5641847
754,VOPP1,0.5639185
2399,CDC14A,0.5639041
178,ANKRD12,0.5636953
3331,DCAF1,0.5636629
8362,TMEM52,0.56296825
32,RPS26,0.56269455
590,GRN,0.5626626
447,SLC22A17,0.56254035
9347,MAGI1-IT1,0.56239665
4443,TRMT2A,0.5623929
5250,GGACT,0.5623252
1425,SLC39A9,0.5622686
4605,ZNF445,0.5622644
4357,PSD4,0.5622286
6987,POU5F2,0.56222194
107,NSA2,0.5621187
3297,SYNJ1,0.56207985
3206,SULT4A1,0.56189877
7975,MYORG,0.56188333
2441,CEP44,0.5614529
6241,C19orf33,0.56091225
1224,NECTIN2,0.56075627
9001,PCDHGA12,0.56061345
3481,UNC79,0.56060755
2290,CES2,0.56053954
3012,DCP1B,0.5601915
3779,RBAK,0.56013465
4685,LINC01004,0.56006974
1186,USP38,0.55998313
2402,TMEM220,0.55994564
972,ERGIC3,0.55959874
5138,IKZF2,0.55951065
1557,ARHGAP44,0.55944383
588,LINC00467,0.55943024
1053,KLF10,0.559308
1679,NELFA,0.55924934
4210,PEX14,0.5592085
4748,FOXO6,0.559081
2011,VCPIP1,0.55896354
881,SDC2,0.5588373
2735,SCMH1,0.5585492
1087,MGAT1,0.5584766
4532,ANKRD44,0.5584034
771,TMEM9,0.5581472
3299,GTPBP2,0.5581056
749,PDXDC1,0.55765665
3778,HECTD3,0.55736405
990,POLR2A,0.5570564
1796,MHENCR,0.5568893
1337,GRAMD1A,0.55686516
643,CREB3L2,0.55683523
1913,ADAM10,0.55677825
1314,USP2,0.5564848
3139,TLCD3A,0.5563118
3104,TRMT61A,0.5563058
5114,C3orf18,0.55624473
2911,CELSR3,0.55541295
5,RPL37A,0.55540013
1116,IFI27L1,0.5550973
607,WIPI2,0.5548781
3242,GBA2,0.554709
2331,RFFL,0.55455494
9241,DRD2,0.5543257
2484,UPK3BL1,0.5542879
6790,LIMD1-AS1,0.55403036
1688,SLC37A4,0.5539857
1895,POMGNT2,0.55378324
5055,ERAP1,0.5537448
2499,ST6GALNAC4,0.5536063
1828,PHF12,0.553557
2568,CLASP1,0.5535018
3904,LINC00839,0.553243
2432,TRMT10B,0.5529982
1332,GALNT2,0.5524715
2799,INAFM1,0.55243194
1246,YTHDF1,0.552181
1156,GNG12,0.55191797
2203,SLC46A3,0.55180955
3862,LIN52,0.5517714
5331,SLC45A4,0.5512932
2434,MAN2C1,0.5510505
8383,AMIGO2,0.5509715
3169,SP2,0.5503555
884,GGCT,0.55033743
2212,MEX3C,0.5502929
1109,C6orf62,0.5502551
2542,MAVS,0.55019665
6179,PTGER1,0.5499279
8252,IL32,0.5497721
1285,PI4KB,0.5496648
8014,ANKDD1A,0.5494807
7650,SEC16B,0.5493502
8837,RBM5-AS1,0.54928637
2706,TAOK2,0.54924303
1068,ATP9A,0.5492196
8029,PLCD4,0.5491326
8073,LINC02082,0.54898566
2899,PBX2,0.54891926
3815,NIT1,0.5488807
4338,FRY-AS1,0.54884905
681,XIAP,0.54880357
772,THAP5,0.54824424
15,RPL38,0.54819405
2812,SCAI,0.54818887
3153,ASB13,0.54784775
1398,OFD1,0.5475193
4635,PANK4,0.54746187
1271,KLHL36,0.5474591
6272,IL17D,0.54740703
4053,TTF2,0.54713744
1603,AMACR,0.54676735
5098,MTRF1,0.54673797
6138,ST6GALNAC5,0.54659957
1695,TSC22D4,0.5464387
4290,NKRF,0.54630184
1069,NOL4,0.5459673
573,BRD2,0.5455457
5380,FLRT3,0.54546624
8213,GTSE1-DT,0.545416
5671,LRRTM4,0.54491156
1514,GRK3,0.5449094
671,PPM1A,0.5448758
8267,TYMS,0.5447222
5787,GLIS3-AS1,0.54469705
904,RC3H2,0.54467493
3995,ZNF510,0.54400975
7092,ACRBP,0.5439911
7999,LAMB4,0.54387796
4088,EDC3,0.5435462
1941,CCAR2,0.54342026
5553,ZNF681,0.54314256
3639,ZNF8,0.54312897
1759,DCBLD1,0.54311204
4082,ZFP30,0.5429609
2273,CBX7,0.54293364
6714,RNFT1-DT,0.5429206
1779,EPAS1,0.5429092
9418,SYNPO2L,0.5427628
254,ADCYAP1,0.5427079
3999,WDR75,0.54267764
3003,SLC49A4,0.54266775
9299,AHRR,0.54230475
888,PODXL2,0.542138
6864,TRIM46,0.54203135
2215,NCLN,0.54200476
4897,TNR,0.54198045
2602,PLAA,0.5418392
5772,MRC1,0.54148567
2230,FBXO42,0.5414415
3547,POLR1E,0.5414197
1317,ERCC5,0.5414106
5991,GALNT13,0.54113156
5454,WDCP,0.5409375
1099,SP3,0.5407978
1707,ASB3,0.5405527
1602,LRRC24,0.5404742
3607,KIF16B,0.53993165
2202,TSC1,0.53990805
1650,UBXN2A,0.5399011
4358,AXIN2,0.53961223
2763,ZNF768,0.5395535
4901,SLC2A10,0.5395528
6408,MUC1,0.53952605
1965,TYW5,0.5393293
4868,SEPSECS,0.53927535
1424,DYNC2LI1,0.53902656
1799,NARF,0.53864014
6731,ZNF486,0.5385213
1202,ZNF821,0.5384062
1211,CORO7,0.5383219
1687,TRMU,0.5381432
1071,CKB,0.538107
1445,WASF3,0.5379228
8483,DMC1,0.53789467
1019,ZNF585A,0.5378546
3133,ARHGEF37,0.5377798
6865,TTN,0.53750086
3707,DCUN1D3,0.5373548
9511,FGF22,0.53717697
1621,RTL6,0.5370991
3559,ZNF33B,0.5370171
6904,NPL,0.53698295
4288,CDK17,0.5369519
2182,FKBP14,0.5366542
8028,B3GAT1,0.53662604
5230,TAF1C,0.5365013
8891,SMG7-AS1,0.53641367
1848,VPS33A,0.53630555
1960,NT5C2,0.53621835
7070,XYLT2,0.5361882
1723,NAT16,0.53607106
1462,MBD1,0.53583544
2990,IL17RA,0.5357823
7840,LRRC39,0.5357534
6752,ELAVL3,0.53556544
4840,BRWD1-AS2,0.53553754
4736,ZNF142,0.5354774
978,KLF9,0.53510314
756,RNF130,0.5350977
6131,P2RX6,0.5349157
1097,OSGIN2,0.5347838
4598,RWDD2B,0.5346446
8321,NOTCH4,0.534588
4779,PHKG1,0.5342151
8632,RORA-AS1,0.53417677
2321,PDLIM2,0.53415453
4345,PAPOLG,0.5340293
1286,NME4,0.5340064
5860,CORO2A,0.53330606
2090,GTF2A1,0.5332997
4930,CAPN10-DT,0.5331876
1003,SETD7,0.5331765
988,ZNF664,0.5331454
