,names,logfoldchanges
2423,B3GALNT2,0.31975895
2334,PITRM1,0.31966156
846,PPP2R5C,0.31960782
1189,ABHD17A,0.31959924
8637,AOC1,0.31954095
2270,ABI1,0.3194465
999,STX16,0.31937882
484,YY1,0.31937712
8880,UCKL1-AS1,0.319329
2408,WDR20,0.31927702
2285,PTPRJ,0.31914815
843,VMA21,0.31913498
5344,UTP25,0.31904763
6520,EML3,0.31879252
2156,FBXO45,0.31862718
1049,CD47,0.31856194
1821,ADAMTS2,0.31852502
6439,ZNF782,0.3185235
8405,NCMAP,0.31850287
7276,PLD2,0.3184854
172,PABPC1,0.31842536
1351,GPAT4,0.31840914
2526,PRDM4,0.31840014
3635,UTP4,0.31838349
1366,BIRC6,0.3182759
3507,MAVS,0.3181198
6238,TBC1D10A,0.3180301
756,USP22,0.3179245
1155,HERC2,0.31789124
130,PDIA3,0.31781262
705,TMEM106B,0.3177285
9731,ASB11,0.31766626
11819,GPR62,0.3176304
3327,PIP4K2C,0.31751207
606,RETREG2,0.31750882
2768,SART1,0.31738362
9100,C2CD4D,0.31731135
897,PAPSS2,0.3171548
1514,GTF2F1,0.31712863
7861,ADGRG2,0.31707644
6600,CTTNBP2NL,0.31706005
517,DYNLL2,0.31690073
11113,CD27,0.31689933
9859,ZSWIM3,0.31687558
3132,FBXO42,0.31686452
1553,DDX50,0.3168632
1669,ASNSD1,0.31685176
10190,SPOCK2,0.3167909
6658,GANC,0.31674352
956,SAP30L,0.31672326
1559,NOP58,0.31665537
4398,ZNF8,0.3166368
3921,LIN54,0.3166299
7482,CPNE8,0.3166084
8498,TRPM5,0.31659663
570,NKX6-1,0.31658384
792,SMARCA5,0.31644621
3292,SFMBT1,0.3161595
3487,GHDC,0.31600356
9943,SLC6A13,0.31584197
6596,DONSON,0.31567827
9878,ZBTB8B,0.31567082
1129,GSPT1,0.31562808
525,SREK1IP1,0.315561
4304,SFMBT2,0.3154159
2488,LIX1L,0.3153047
1163,ZC3H14,0.31528333
3035,ARF4-AS1,0.31519195
4011,BMPR1A,0.31514347
2453,ATR,0.315094
10909,CLEC14A,0.3150645
8216,NDUFB2-AS1,0.31498268
3013,CCDC122,0.31490678
10284,TRIM5,0.31484994
4070,SARM1,0.31484574
1115,EIF4G3,0.31483403
3418,EXOC3,0.31477875
523,EIF5B,0.31472203
8710,FAM167B,0.3145643
1388,NUCB1,0.31456363
2758,TRIM52,0.31447777
4123,ZNF700,0.3142525
7590,USP3-AS1,0.31404084
683,HDGFL3,0.31388533
418,TMED4,0.3138634
1029,RAB1B,0.3138556
2568,ID2,0.31381583
7486,KDM5D,0.3137682
823,TM9SF2,0.31375465
5628,IMPDH1,0.3137132
1302,PPP2R5E,0.3136594
7608,DHX37,0.31356367
3316,MINPP1,0.31354913
11079,PIK3AP1,0.31350702
6253,ZNF543,0.31350213
3363,GTF2H2,0.31335324
4784,GRK4,0.31331488
6689,C1GALT1C1L,0.31330082
3907,CDK7,0.3132152
6826,AMH,0.3131875
3436,MIEF2,0.31314555
7549,KIF26B,0.3130874
3160,STARD3,0.3130701
11062,ALDH3B1,0.31300116
9267,LINC00672,0.3129128
3457,PAK1,0.31283733
13465,CDC42-AS1,0.3127559
6473,VPS33B,0.31268948
2464,MTA1,0.31257817
8009,GALM,0.31247652
4293,CSPP1,0.3124735
12013,PSD2,0.3124085
7641,NOSTRIN,0.31234422
175,DEK,0.3123423
1772,NPEPPS,0.31233796
5590,RETSAT,0.31232178
2912,GLP1R,0.31224245
2937,DDX55,0.31214985
9652,LOXL2,0.31208017
7166,SLC35E4,0.31207266
7947,ZDHHC15,0.31204122
1607,NCOA1,0.31188202
9726,PGM5,0.31182232
2807,RAB26,0.31174517
261,RBIS,0.3117299
5139,EXPH5,0.31171444
4098,CDC42BPG,0.3116778
9274,TMEM79,0.31165975
3222,SNN,0.31155124
3043,CBFA2T2,0.3114829
1610,SLC38A10,0.31143773
2881,MFSD12,0.3113051
9801,LINC02082,0.31128773
2981,PPIL2,0.31127915
2244,RAI2,0.31126982
3577,RFFL,0.31122154
1905,SERINC2,0.31121755
4213,ANKRD52,0.31118956
1685,THAP12,0.3111703
1930,SENP2,0.31107825
4240,WDTC1,0.31103233
5815,MMRN1,0.31091976
718,AK3,0.3108878
2170,NECTIN2,0.31088156
3350,PIK3IP1,0.31084204
3277,CTU2,0.31077367
4433,GCK,0.31073108
8683,ECE2,0.31071186
3729,ZNF383,0.31068957
7568,PRDM15,0.31068152
1666,LPP,0.3106259
1316,FAM32A,0.3106105
5908,ZNF852,0.31057075
7144,GLS2,0.31035686
4259,REM2,0.3103354
2479,SORBS3,0.31032035
2445,CCDC149,0.31019297
1984,LRRC47,0.3101692
3728,GMDS-DT,0.3100972
1000,GDI1,0.30989295
1818,FRG1,0.30977824
1264,NECAP1,0.3097131
79,EEF2,0.3097081
3065,INTS14,0.30967224
8374,CBY3,0.30950138
2380,NFKBIB,0.30946892
4036,GEMIN2,0.30943626
6767,ZNF486,0.3094336
6325,CCNJ,0.30928943
1213,LONRF2,0.30923814
1209,DGKZ,0.30921304
689,TMF1,0.30910978
1729,PCNX4,0.30896205
10567,CLSPN,0.30893826
2571,MAPK3,0.30877757
2132,UBXN2A,0.3087646
3295,C12orf29,0.30870122
9565,GOLGA8Q,0.3086894
11844,PLA2G7,0.30867025
8476,QPCTL,0.30865288
8279,SIX5,0.30848122
3371,FBXL20,0.30838224
1153,HNRNPL,0.3081957
9689,KLB,0.3081767
1359,SLAIN2,0.3081717
2028,BRD1,0.3080381
2958,TPP2,0.3078831
1980,PUS3,0.30781722
10490,CYSLTR1,0.30781198
6504,PCED1A,0.30766034
2489,HID1,0.30765626
2279,GGCX,0.30764344
5577,GALE,0.30763012
1749,SLC30A8,0.30754012
519,AIMP1,0.30753154
1757,RANBP9,0.30731115
10905,RBPJL,0.307228
4347,ZNF566,0.30721387
344,PDIA6,0.3071494
1171,SHOC2,0.30703357
5756,RFT1,0.3069081
9137,FOXA1,0.30682403
4795,ZMYM1,0.3067799
1694,IREB2,0.30674362
9824,ZNF781,0.3066969
3379,FBXO30,0.30665705
7687,PLEKHA4,0.30656254
2146,ANKRD40,0.30649477
659,PSMD2,0.30635685
1848,EPHX1,0.3063223
2426,SMAD1,0.306308
5293,METTL8,0.30629596
5177,ZNF839,0.30604702
474,UBL3,0.30595097
2169,CTCF,0.30594966
1652,BRIX1,0.30575457
4997,HEATR5B,0.30566806
7523,NEURL3,0.30562425
754,AHI1,0.30557394
6037,FAAH2,0.30553478
3564,CSE1L,0.30550674
3789,CBL,0.3053986
1015,NKTR,0.30507132
3128,ERBIN,0.30501893
2580,ARHGAP24,0.3049359
3177,TRMT10B,0.30490255
3976,ZNF768,0.3048368
7656,IL18BP,0.30475342
5356,TMEM268,0.3047015
1621,LGMN,0.30465996
8,RPL37A,0.30456078
4297,WDR70,0.30451822
7463,HDAC4,0.3045108
1455,DNAJC10,0.30444396
1361,PKN2,0.30439547
15600,LINC00355,0.30436334
1271,PRKCSH,0.30432013
4747,TMEM121,0.30431613
2120,KLHL28,0.3042801
6960,SLC16A4,0.3042734
290,DNAJC3,0.30425432
10187,RNF183,0.30424234
7737,PNPLA7,0.30412945
10160,FLNB-AS1,0.30411074
3500,ZXDC,0.30389518
2040,RRP15,0.3038775
1688,GNG12,0.30385423
1332,GPAA1,0.30383635
8802,TMEM47,0.30375502
3034,MON2,0.30360174
1410,OAT,0.30357268
7746,TMCO6,0.30355665
12522,INTS9-AS1,0.3035157
1026,LGALS3BP,0.30349353
5230,ZNF660,0.30341202
685,RNASEH1,0.30332956
1415,PODXL2,0.30324972
900,ERP44,0.3032291
2893,CLIP3,0.30317432
1242,SC5D,0.30308697
7017,WNT2B,0.3030529
855,SYAP1,0.30293593
8348,LINC01719,0.30285394
1594,BACE1,0.30284718
627,TMED7,0.30283478
3646,SZT2,0.3028226
10141,WASF3-AS1,0.30274436
1211,FBXO33,0.3027361
2989,LPCAT1,0.30268472
1438,RIN2,0.30266997
2058,REL,0.30260593
3115,GK5,0.3025245
1956,TTF1,0.30249074
1751,XPR1,0.30248055
6537,SETD4,0.3023475
1512,ZNF608,0.3022895
2403,ABL2,0.30225655
3289,PIK3R1,0.30222607
8749,TINAGL1,0.30221584
3693,BCKDHA,0.30220374
7642,ZNF786,0.30214542
4175,FAM13C,0.30206278
3470,RPUSD1,0.30202332
1985,ADNP,0.30197746
6287,P2RY11,0.30185428
1173,GNA12,0.30184
5271,XKR7,0.30182594
721,PEMT,0.30171978
14811,LINC02736,0.3016872
1588,HELZ,0.30168447
2702,DIP2B,0.3016278
2333,CIZ1,0.30150717
1337,EIF2AK4,0.30143037
11200,LINC00639,0.30127966
848,SNRPA1,0.3011859
7493,CTSV,0.30108517
6196,ZNF101,0.30105722
9582,SLITRK6,0.30105296
2641,MYLIP,0.30101162
406,RHBDD2,0.30091357
2539,ACVR1B,0.30090687
270,EIF4B,0.3008196
9557,CACNG2,0.300783
924,ARID1B,0.30063292
665,HSD17B12,0.30048984
5068,ABHD4,0.3003977
5268,SLC25A37,0.30038196
5495,GMEB1,0.30031756
2135,USP15,0.30021235
4236,ADAM15,0.30018064
885,KIF5C,0.3001334
2726,ZC3H8,0.30005628
4765,SIDT2,0.3000366
1221,SHISAL2B,0.30000484
8651,GDF9,0.2999997
3211,PRPF4,0.29999205
1327,SOGA3,0.29991594
13846,LINC02652,0.29990107
1802,COPG1,0.29984733
8332,SNAP25-AS1,0.2998406
1333,DCAF16,0.29980004
498,SPCS3,0.2997455
1690,FAM8A1,0.2997197
10604,ABHD15-AS1,0.29966658
1510,WBP1,0.29957384
6486,NBPF11,0.29937038
1637,KCNJ6,0.29922068
4828,NUP205,0.29912886
5322,HAP1,0.299066
10272,NCAPG2,0.29901606
5680,BDNF-AS,0.29897633
9957,EPHB6,0.29888394
1230,LINC00963,0.29884207
1638,SKIL,0.29883894
4878,ZNF189,0.29879466
1522,SELENOI,0.29874966
4040,ANKMY2,0.2987463
10298,RASGRF2-AS1,0.2987122
3276,ARVCF,0.298693
4369,FCHO2,0.298649
5761,ACSF3,0.29860008
4557,GID4,0.2985321
1288,PPA2,0.29853168
3069,TMBIM1,0.2984371
6493,TMEM145,0.29839486
1273,TMEM248,0.2983919
491,GNB1,0.29830727
5941,C1R,0.2983068
1334,ZNF451,0.29823893
2328,CCDC174,0.29817367
8419,LTB4R2,0.2981025
1903,CD14,0.2980687
3489,TRABD,0.29801103
10885,ZNF300,0.2979718
4813,DOLK,0.29794717
13202,LINC01814,0.2978644
7231,IL17RB,0.2977678
5342,NDST1,0.2977481
2495,SMG7,0.29767367
1791,UNC13A,0.2976448
5462,RASAL2,0.29738095
7655,FANCG,0.29727778
5554,FOSL2,0.2971902
8354,THSD1,0.29718488
3858,ZNF587,0.29712376
2811,UBE2QL1,0.29709172
3243,TRAPPC11,0.29702026
2088,FBXW7,0.2969864
3686,KTI12,0.29697198
308,ERLEC1,0.29692644
1597,IDH3B,0.29689375
3508,WASHC2C,0.29683676
4407,ELMO2,0.29683346
3209,CDC42EP4,0.29681045
7402,DSCR8,0.29670691
3947,SGMS1,0.29667547
1004,CUL3,0.29661405
5133,TADA2A,0.29656574
989,MAPRE2,0.2964737
9323,RHPN2,0.29644775
8643,LDB3,0.29642627
7365,CBARP,0.29639336
2908,ARAF,0.29629275
6503,ZNF124,0.2961189
3547,ZCCHC7,0.296111
9664,CDC42EP1,0.2960751
2250,ETNK2,0.29601145
1819,DCAF7,0.29595453
235,PAIP2,0.29593316
4923,RPS6KA1,0.29584098
12177,LINC00921,0.2957403
2155,MOB2,0.2956204
7742,PCDHAC1,0.29546347
1612,PHYH,0.29546076
7763,LIX1L-AS1,0.2953874
5910,CASP2,0.2952794
10667,EPHA5,0.29524815
1976,LCORL,0.2952042
5256,HECTD3,0.2950121
3571,RCL1,0.29484615
3349,BRAP,0.29482672
8641,EPB41L4A-DT,0.2947236
9410,LINC01376,0.2946963
8125,CEBPB-AS1,0.29464176
7783,ASIC3,0.2946121
5676,NINL,0.29436752
2550,HINT3,0.29421997
782,COMTD1,0.29398793
7915,SMIM10L2A,0.29390135
2933,ANKRD42,0.29380608
377,EEF1A2,0.29370034
2463,ANKRA2,0.29361364
12924,PHYHD1,0.2935353
433,TCEAL9,0.29350773
5172,RBM45,0.29348552
2091,PDE8B,0.29344043
4393,STK38L,0.2933352
1263,RSBN1L,0.29329845
366,PSMC1,0.29326817
2970,TSPAN31,0.29318848
1411,EMP2,0.2931308
5363,TTI2,0.29311177
2376,ARMCX4,0.29311162
4239,MAPKBP1,0.29306003
1829,RCOR3,0.29305694
2209,SAMD11,0.2930397
5770,TDRKH,0.29297003
5129,PHF13,0.29295084
3083,MAP1S,0.2928848
9751,TAPT1-AS1,0.29284462
2154,MTUS2,0.2927333
6205,PIGO,0.29259962
8342,LRRC75B,0.29240018
3740,MANEAL,0.29238096
4818,FBXL12,0.29236516
2240,SEPTIN1,0.2923558
6648,HCG25,0.2922694
2856,DAPK3,0.2922198
2637,INSIG2,0.29203826
5511,TAB1,0.2919402
6618,MBNL3,0.29177293
3221,ISG20L2,0.29173535
9623,SPTLC3,0.29170135
1044,UBQLN1,0.2916649
3029,NSD2,0.29146874
6946,FMO5,0.29146037
1551,CDK12,0.2914118
5678,MTM1,0.2912829
5898,SLC35C1,0.29125127
9908,EXOC3L1,0.2912435
11677,C18orf54,0.2912277
6322,TFAP4,0.29117468
9381,SMIM10,0.29102024
6432,MAP3K1,0.29092744
4128,ROBO2,0.29080397
6517,FOXRED2,0.29080158
1390,ZNF148,0.2907706
6005,ZNF607,0.29076022
2558,CEP68,0.29065856
3494,MIER3,0.2906504
7412,GEN1,0.29058748
11005,NPIPA5,0.29051635
1771,RBM5,0.2903181
1069,TBL1XR1,0.29023057
7955,GRK5,0.29022735
5273,DENND2C,0.2901884
6103,CHST10,0.29006636
4854,EAF2,0.28992683
2447,SRRT,0.28990847
5840,GABPB1,0.2898722
1181,COPS2,0.28978562
2188,SLC2A4RG,0.28961474
5595,CYFIP1,0.28957343
1755,MIR22HG,0.28954968
1416,MIGA1,0.2895298
3264,GPAT3,0.28949982
2674,NEXMIF,0.28947774
67,COX6C,0.28946355
2947,TBC1D10B,0.28929633
9753,RORA-AS1,0.28918964
8042,KCTD21,0.28916365
1622,SFSWAP,0.28915903
3593,EIF2D,0.28914997
1897,STX17,0.28906122
3960,GPN1,0.28898787
6982,KISS1R,0.28884766
1399,SRSF4,0.28875437
2545,SMG1,0.28874335
11257,ALK,0.288735
15310,ADARB2,0.28871122
5292,PAN2,0.28866386
618,USP16,0.28865987
7476,ZNF30,0.28863215
4267,NSDHL,0.2885885
12218,DNAH3,0.2885865
1059,GPI,0.2885404
3653,FAM24B,0.28846788
795,PPP1R15A,0.28831333
3567,MFN2,0.2882756
4608,PIP4K2B,0.28815836
8621,LINC02728,0.2881351
7286,CORO2A,0.28812975
4079,NDUFAF7,0.28804424
5182,INPP5A,0.28801516
1188,XRN2,0.287833
7875,NBEAL2,0.28782305
9715,TRIM47,0.28770414
4559,PES1,0.2876711
2673,MGRN1,0.28766525
7433,PGBD4,0.28765932
6452,PLPPR4,0.28760839
1846,AK6,0.28749955
2382,MIR200CHG,0.28744358
5805,KLHL3,0.28736064
1024,PKM,0.287273
3386,ERCC3,0.28720313
6285,TUBGCP6,0.28699568
8839,CENPU,0.2869635
12261,TMEM72-AS1,0.2867893
5582,ZNF282,0.28678513
6136,NXN,0.28662845
1634,PGM3,0.28661364
2131,CYB5R4,0.28656
3621,HDHD5,0.2863207
6282,RORB,0.28614238
1534,BSDC1,0.28611663
2354,CDC14B,0.28604016
4577,PPIP5K1,0.28603765
4450,DDX10,0.285927
3310,CCDC86,0.2858289
5917,ZBTB26,0.2856907
5826,ZNF600,0.2856677
1216,PPM1G,0.28565386
7973,CTSC,0.28557298
1284,COX7A1,0.28557196
6066,ATAD3B,0.2855126
9910,SMOX,0.28550416
1837,RGS16,0.28549203
1946,ABLIM1,0.28541246
5231,CACNA1H,0.28537092
8919,KCNK7,0.28534296
2144,FBXW2,0.28527543
8526,NLN,0.28524753
959,IRF2BP2,0.2851742
9791,C5,0.28514707
7619,DENND3,0.28514683
2701,INO80E,0.28510737
10688,CX3CR1,0.28508493
2022,KCTD18,0.28506708
12339,LAPTM5,0.28502455
3398,JAKMIP2,0.28500012
5847,PAXIP1,0.2849807
425,HNRNPA2B1,0.28484038
3513,USP42,0.2847862
3509,TMEM214,0.28473243
5434,MEN1,0.28447187
2372,INTS6,0.28439564
580,MEIS2,0.2843776
4553,ZNF333,0.28437716
1942,KLHDC3,0.28437465
2562,METTL14,0.28435898
6706,GPAM,0.28435886
2272,RRP7A,0.2842322
4679,TKFC,0.28410488
2100,TMEM243,0.2840953
2608,NUP50,0.28408968
10977,SLC16A6,0.2840407
2867,MINDY2,0.28397334
2437,DNAL1,0.28385383
810,DEF8,0.28376025
6081,ATAD5,0.28374466
293,CDV3,0.2835705
5489,PPP2R3B,0.28356674
5785,JAG2,0.28351837
4315,ZNF324,0.28346372
1816,PTK2,0.28331137
4367,SMARCD3,0.28311372
58,ITM2B,0.28310144
3955,NDUFAF1,0.2829795
3638,SLC25A42,0.28280142
3629,KIAA0586,0.28263053
1631,AKT3,0.28260043
1465,BAG5,0.28251332
2474,MICAL3,0.28249073
2033,CRTAP,0.282461
896,SMPD1,0.28245556
1037,SMIM27,0.28221157
1516,SMAD5,0.28211817
2095,MFSD11,0.28195116
1564,ATXN2,0.2818884
4314,TRIM11,0.28188333
1106,TPP1,0.28168702
4524,MED26,0.28162682
2231,FAM89B,0.28159285
9125,LACTB2-AS1,0.28157133
8049,TDRD7,0.2814979
1717,GLS,0.2814691
5154,NAIF1,0.28127405
2976,TSHZ3,0.28126377
3861,ZBTB22,0.2811723
8442,RP2,0.28112987
3273,GNB5,0.2811013
9054,RPP38-DT,0.28109834
11291,PIEZO1,0.2810191
2555,GTF2IRD2,0.28090033
4904,NUP133,0.28086445
1623,UHMK1,0.2808511
4599,GABPA,0.28082266
3677,CEP41,0.2807766
4224,CDKL3,0.28069678
3868,LSS,0.2806874
763,GCC2,0.2806483
2434,DPF2,0.28062215
6258,VPS9D1,0.28027657
4584,NUBPL,0.28018597
8696,LARGE2,0.28016326
3423,GIT2,0.28015
3315,EPB41L1,0.28008306
10150,C5AR2,0.28007922
2079,TRIP11,0.28004077
5855,MUS81,0.27994978
1882,KLF3,0.27993324
3841,NIPA1,0.27991647
13967,MMP23B,0.27965614
5171,SPARCL1,0.2796492
11506,CDH3,0.2796061
3548,TGFBR1,0.27954322
916,NDUFB3,0.27950457
5208,GREM1,0.27945182
2729,YTHDF3,0.2794132
5585,THAP1,0.2794006
11437,PLEKHO2,0.27937645
1555,DTX3,0.27926537
3079,ATF2,0.2792494
5996,DHRSX,0.27923843
10283,KNL1,0.27920112
2606,TNFAIP8,0.27918473
13099,SLC2A9,0.279082
410,ITGB1,0.27907598
5328,ZNF445,0.27906707
9918,CORO1A,0.27893534
1201,FYTTD1,0.27890316
6650,SMYD5,0.27885956
10602,NPIPA2,0.2788528
8861,ACVR2B-AS1,0.2787599
4063,ZIK1,0.2786341
2991,POLR2D,0.2786165
4658,RNF185,0.27854767
16956,CST2,0.27852848
61,SCG3,0.27849448
4796,IGIP,0.2784855
3126,ROBO1,0.27845788
4591,PBX2,0.27837217
5028,GVQW3,0.27817303
1639,TUT4,0.27804402
6419,ZNF785,0.27802005
1458,FAM107B,0.27796555
3712,ZNF140,0.27792743
3337,BRCC3,0.27789328
9225,C20orf204,0.27788347
3535,TDRP,0.27788234
1341,PRPF6,0.27780667
3578,CDK5RAP2,0.27779
1513,NAA50,0.2777234
558,ATP5PD,0.2776546
2306,CCDC28A,0.27762005
4210,ZNF737,0.27758473
2197,PALLD,0.27753657
9509,TRPM2,0.27751234
4331,WRAP73,0.27750877
1025,CALU,0.27744767
4379,VPS18,0.2773382
1774,LYPLAL1,0.2772465
143,RBM3,0.2771633
2016,RABEP1,0.27716154
4832,LINC00630,0.2771456
4414,TMA16,0.2771384
10700,KIAA2012-AS1,0.2769921
5849,EPB41L2,0.2769289
11559,DOK3,0.2768917
2164,RANGAP1,0.27657047
1945,C1orf35,0.27646998
10933,NPHP3-AS1,0.27646595
7967,NAT1,0.27638656
7125,HEATR3,0.2759423
753,DAP,0.27593234
10306,ABCB4,0.27592683
5098,HSPA2,0.2758533
1926,PATJ,0.27579615
5447,ZNF740,0.27563265
2719,TBK1,0.27550012
1237,PLEKHB2,0.27543604
5599,CRACR2B,0.27525175
1274,KPNB1,0.2751763
5651,NAB2,0.2751345
3226,USP13,0.27501312
1321,ACTN4,0.27496895
6677,FOSL1,0.27492964
2553,AGO3,0.27487564
10270,ADPGK-AS1,0.27487433
6458,HARBI1,0.2747856
2484,NRL,0.27469704
10965,CDKL4,0.27467582
3009,ABL1,0.274665
3201,RECK,0.27453983
3340,FAM76B,0.27450094
6127,PHYHIP,0.27449858
1480,RAB9A,0.27445057
2288,RING1,0.27444616
1573,PRPF19,0.27437073
1775,SNRPA,0.27436063
1989,TANC2,0.27415618
1281,HIPK1,0.27401242
8312,ITGB1-DT,0.27398574
6073,PPP2R2B,0.27398396
9344,PCBP2-OT1,0.27394807
2041,TARDBP,0.27389914
1032,RNF130,0.27387062
1236,PRKAR2A,0.27380633
10341,BVES,0.27377975
8734,CT70,0.27377266
3085,NAF1,0.27364162
992,SEC24D,0.27359083
2723,TCEAL5,0.2735801
1528,USP1,0.27345
6111,COLGALT1,0.27341646
4488,POLR3E,0.2734003
4262,PRSS22,0.2731095
9680,ANKRD53,0.27309033
5054,USP4,0.27307588
1777,GNPTG,0.27301818
911,CLTC,0.2730121
5352,KCNJ8,0.27298874
3669,TGDS,0.27296448
3671,ZSWIM8,0.2728968
1291,ZC3H6,0.27280387
2241,TSC2,0.27262858
3064,PRUNE1,0.2725896
1257,RAD21,0.27238396
8669,FHOD1,0.2723804
8614,RACGAP1,0.27232912
1014,SNHG14,0.27218348
2733,SCO1,0.2721598
1064,ARCN1,0.27202323
2425,TMEM61,0.2719592
2025,FAM91A1,0.2719569
1966,MAP7,0.2719283
7637,SPESP1,0.27187485
2614,APTR,0.27184945
2177,CERS2,0.27177817
5543,NKRF,0.27175248
9948,CTSW,0.2716922
1378,TMEM9,0.27168256
6298,WARS2-AS1,0.271639
5314,FAM13A,0.2714861
6973,LMO4,0.2712935
7082,GAB1,0.2712807
8258,ANK1,0.2712528
9175,ODC1-DT,0.27118126
4573,FARSB,0.27116534
6509,LINC00997,0.27115226
7141,PGAP3,0.27114013
1615,DDX42,0.27110258
7394,RBMS2,0.27109215
10883,POU5F1,0.2710536
5713,TMEM108,0.27097413
2709,ANKRD28,0.27077752
3705,ATP13A1,0.27064514
8375,PPM1M,0.27048048
2600,DNAJA4,0.27043706
2307,ILRUN,0.2703749
2297,FAR1,0.27032408
2078,ZC3H7A,0.27025744
1345,ATG12,0.2701505
5641,F10,0.2701487
8341,HLA-G,0.270008
4844,RIPK2,0.26997012
2557,ZNF397,0.26973903
3781,C21orf91,0.2697147
2879,TLE2,0.26969138
7359,CYP51A1-AS1,0.2696581
1322,LARP7,0.2696196
8852,FAM27E3,0.2694849
2211,PDPK1,0.26944926
6098,ORAI1,0.2694432
5558,ZSWIM9,0.2693157
894,C14orf132,0.2691611
1681,CASC3,0.26913613
10411,SEC14L5,0.26904812
3185,CXorf38,0.2690161
3348,FAXC,0.26895362
370,HEBP2,0.26889503
1497,SEL1L,0.2688554
975,SMC3,0.26882082
5217,ZNF540,0.2688052
2246,SLC30A7,0.2687848
2785,NCOA3,0.26873964
3199,FOXP2,0.26861
3802,FBXO28,0.26855195
4132,DZIP1,0.26851287
4451,LAS1L,0.26848057
527,KCNMA1,0.2684017
1937,CERT1,0.26836246
2940,CLK4,0.26829007
1704,C5orf15,0.26828322
1961,ICE1,0.2681734
4162,BCDIN3D,0.26814723
2548,SEC23A,0.2680998
5214,SH3BP5-AS1,0.2680188
784,MYL12A,0.2679452
2480,NUP98,0.26793784
3988,BICD1,0.26790985
2953,NAPB,0.2679075
4645,LRRC20,0.26788038
4614,AP3B2,0.26786077
2065,LRRC58,0.2677096
8001,POU5F2,0.2676059
7565,LINC01886,0.26757166
4358,FYCO1,0.2675284
10174,RASL10B,0.26740485
2959,AP2A2,0.26737064
2530,SNX27,0.2672692
5899,HEATR1,0.26719227
6722,PHKG1,0.26717937
2301,RESF1,0.26715165
1988,KIAA0232,0.2671072
7272,CBLC,0.26704165
4357,EYA3,0.26694864
8765,TMEM121B,0.266888
2320,XPOT,0.2668708
3714,LGR4,0.2668632
1479,KLC1,0.266741
10886,GRM8,0.26659498
1626,SLC66A2,0.26653516
2658,PGPEP1,0.26648128
3094,FEM1C,0.26644266
1703,LRIF1,0.26643902
4022,RBSN,0.26640612
5672,C10orf88,0.26623774
1286,C2orf69,0.2662238
14000,CCNI2,0.2661353
2215,BEND7,0.26600334
4227,WIZ,0.26589766
708,XRCC6,0.26586318
3421,IQCB1,0.26573753
3662,IRF1,0.26573268
2019,SV2A,0.26572153
3666,PFKL,0.26569614
2755,STK4,0.26567742
674,SRRM1,0.26566166
5546,SEC61A2,0.26560894
3103,ELOVL1,0.26547354
3905,ITPRIPL2,0.26545432
3041,ANGEL2,0.26544374
7543,ZNF532,0.26543063
1678,VPS26B,0.26542643
905,HNRNPH3,0.26538405
3676,ZNF814,0.26537654
7065,C7orf31,0.2653515
68,HSP90AB1,0.2653387
1800,REEP2,0.26527724
1660,C6orf89,0.26519567
6043,SEPSECS,0.26519012
1763,VEZT,0.2651879
695,ATP6AP1,0.2650806
2529,MED1,0.26497006
4926,MSTO1,0.26490155
1869,UBE3C,0.26477137
7707,TRIM73,0.2647109
134,UBC,0.26446968
4109,SCMH1,0.2644044
10497,NGFR,0.26430577
8494,EXT1,0.26429933
1593,ZCCHC17,0.26427633
2922,NAA35,0.26418638
8826,ZBTB20-AS2,0.2639841
2789,MRPL1,0.26392794
1116,SRSF10,0.2638855
1227,SRP54,0.26388243
2044,CPLX2,0.26381955
4348,ALS2,0.26376563
2444,PM20D2,0.2636919
1150,WDR33,0.2636584
10365,RAD51AP1,0.26354623
5255,SAMD3,0.26347783
2724,NCBP3,0.263475
2238,PLPPR2,0.2633713
1398,KBTBD3,0.26332733
3566,ERCC4,0.26329613
5647,TBCD,0.2632263
4881,KAT14,0.26319596
4133,STX6,0.2631477
1792,BCL2L1,0.26310503
3765,PTPN9,0.26293224
250,LAPTM4A,0.26292703
6835,FBXL19,0.2629008
8188,FKBP10,0.26288712
7020,NEURL4,0.2628428
1245,CTDNEP1,0.2628073
7050,LINC00294,0.26262176
4865,ANKRD36C,0.2625881
9288,CREB3L1,0.26248616
7418,AQP4-AS1,0.26245338
2163,PBX3,0.2623829
1697,OPA1,0.26236323
7238,EEF1AKMT3,0.26235652
3395,BBS4,0.26226994
9188,PARD6G,0.26224536
4509,RFX1,0.2622329
3815,USP53,0.262151
11563,SRPK3,0.26200178
1329,ETF1,0.2619577
3097,GPR180,0.26194748
2632,RMND5A,0.2619068
4038,ARRDC2,0.26187512
4197,SPG11,0.26181644
10221,FIGNL2,0.26170993
3582,ASCC1,0.2616614
4161,KLHL8,0.26165113
1558,NCK1,0.26163432
1225,DNAJA1,0.2615974
1783,BTBD1,0.26159427
3909,PGR,0.26139513
12075,FOXD2-AS1,0.26138628
2847,RTBDN,0.2612832
1414,MAPRE3,0.2612597
8225,TRAM2,0.26123187
1524,STX1A,0.26101846
3965,SLC48A1,0.2609425
6784,KCNMB3,0.26090956
6292,NUDT11,0.26089284
2885,CEP170,0.26072696
2263,DIDO1,0.260698
2955,GTF3C5,0.2606939
5348,KIAA0319,0.2605308
2874,AKAIN1,0.26052564
