,names,logfoldchanges
961,SLC66A2,0.6595151
1649,SNRPA,0.65941495
1961,AGPAT5,0.65937215
892,ASAP1,0.6591537
1252,ZNF579,0.65902007
3141,ZC3HAV1,0.65895224
7888,CEACAM1,0.6589082
643,MECP2,0.65890086
523,TP53TG1,0.6587094
2081,POLK,0.6586956
4992,MCF2L2,0.65860075
1747,FAM3B,0.65816677
1335,FKBP1B,0.65814453
1845,VHL,0.6581085
5741,DLG5-AS1,0.65803605
5742,DLG5-AS1-1,0.65803605
461,TSPAN7,0.65800595
1188,ZFHX3,0.65749246
2775,LARP4,0.65746254
1249,DAAM1,0.6574373
1964,USF3,0.6572846
1064,ZMYM2,0.65717775
5054,PARP14,0.6571271
1341,GATAD1,0.6568363
4122,POLDIP3,0.65672463
7893,SMPD3,0.6566103
1436,UBLCP1,0.65652865
3951,CEP78,0.6562866
3634,CXorf38,0.6562621
131,SIVA1,0.6561783
2350,MVK,0.65599495
777,USP2,0.65588105
1848,CCDC28A,0.65585643
27,RPL28,0.6558076
839,BCL7C,0.6557023
1768,PANK3,0.6555818
403,MYL6B,0.65531147
1700,OTUD5,0.65506756
3190,ATF7IP,0.654624
4309,SIN3B,0.6545797
973,VPS26B,0.6545752
1226,LAMP2,0.6543941
2106,RTL8B,0.6542454
5582,SLC10A7,0.6542013
1315,SH3GLB2,0.6539788
2421,KLF7,0.6538739
692,PEX2,0.6534961
5036,ZNF551,0.6534298
425,TSPAN13,0.6533606
1054,TYW3,0.6533215
3792,DZIP1,0.6531088
3156,CSTF1,0.6531053
2731,GSR,0.65308726
2527,KIAA1958,0.6530164
1281,ATXN2,0.65282494
4453,DSEL,0.65280116
1757,CDC42SE1,0.65270597
6602,DLEU2L,0.6526558
2995,C1orf53,0.6523437
398,SELENOW,0.6523058
2155,RNF128,0.6521539
941,GYG1,0.6521492
3478,RFFL,0.6521294
3253,MAP3K10,0.6521072
89,RPL30,0.65204597
1228,TXNDC5,0.6519884
2951,PRKAR2B,0.6519608
1879,XPNPEP3,0.65140617
3671,ZNF776,0.6512037
103,P4HB,0.6508443
4052,DUS4L,0.6508163
1143,GIT1,0.65060455
2431,NR1H2,0.650354
2494,RINL,0.65015084
1699,DEDD2,0.6499234
2353,RMND5A,0.64987886
78,EEF1B2,0.6498569
5385,TMEM91,0.6497203
1147,AFTPH,0.6495811
1646,USP38,0.64957
4103,NLK,0.6494736
703,SLC36A4,0.64946413
2667,ANKRD52,0.6492951
1177,MSL1,0.64922154
2036,FBXO2,0.6492132
4714,DYRK3,0.64914966
792,WBP2,0.6487274
3166,SLC25A53,0.64818054
1705,PHF7,0.64816177
2780,FBXO22,0.64793843
2054,TSPAN17,0.6477941
4082,USP53,0.64770097
1364,MAPK8IP2,0.64763904
3713,PPP1R26,0.6475418
3204,TMEM150C,0.64735013
5359,YEATS2,0.6472835
6476,GVQW3,0.64727765
1937,CTNNAL1,0.64718044
6633,LINC01560,0.6465329
445,UBE2Q1,0.6463259
1002,AOPEP,0.6461828
5497,H6PD,0.6458608
95,ATP5MC2,0.64562416
7589,TTLL7-IT1,0.64547616
186,LSM3,0.64539564
517,ORAI2,0.645371
4695,EMSY,0.64497405
811,CYLD,0.6448553
3134,LATS1,0.644654
7233,ANKMY1,0.6443664
4469,NACC1,0.6443352
484,FKBP8,0.64408386
1903,RANBP9,0.64406043
3083,THAP9-AS1,0.644004
6564,WDR90,0.64394045
59,CD81,0.6437694
4166,A1CF,0.6437225
3777,C14orf28,0.64364356
4964,TLE6,0.6436097
1175,CSNK1G3,0.6436005
1424,CACFD1,0.64354163
1667,ANKRD13D,0.64344674
1238,SLC23A2,0.64340526
2473,KEAP1,0.64321727
3504,SLC26A11,0.6431111
2530,LIPA,0.64307517
2938,PPP3R1,0.64298695
591,TTC32,0.6428303
6888,ZKSCAN4,0.6427294
3079,USP40,0.6425658
1095,TLE1,0.64236176
614,HTATIP2,0.64182466
2028,FAM20B,0.64180803
3073,ZNF197,0.6417436
976,CYB5D2,0.64148635
1884,ARFIP1,0.64133376
8282,FKBP10,0.64119303
2666,MTG2,0.6409316
3774,COG4,0.6409138
4857,ZNF595,0.6406168
3763,GAB2,0.6403602
5139,ZNF549,0.64031076
4643,ZNF763,0.6399822
3261,HECTD3,0.63997513
382,WASF2,0.6399367
3630,VPS45,0.6398216
3834,SETDB1,0.6396886
863,POLR2H,0.63967365
861,TRAK1,0.63923955
4071,KANTR,0.6390914
3501,L3MBTL2,0.63873285
4370,NDUFAF7,0.6384557
3177,ZEB1,0.63844436
1106,GNA12,0.63842165
1205,ITGAV,0.63826233
1491,LTBR,0.63778967
3649,PTCH1,0.6377053
5148,POLR1E,0.63750887
119,MRPL33,0.6374881
6961,DNAJC22,0.63728833
332,ATP6AP1,0.6368423
668,CLPTM1L,0.63660395
1982,DICER1-AS1,0.6363138
3392,FBLN7,0.63602513
408,CTDNEP1,0.6359869
5983,FAAH2,0.6359226
2602,BRF2,0.6357867
2257,MED1,0.6357583
187,RPL7A,0.6356596
1179,GJD2,0.63562936
2760,XPO7,0.6354353
824,TMEM61,0.63526994
8272,SHPK,0.6351845
5854,KDM2B,0.6350373
1888,LONRF2,0.6350079
6,RPL37,0.63499504
1750,RRM2B,0.634497
5556,TMEM254,0.634337
6928,SH2B1,0.6339638
549,ANKH,0.63393646
3729,NAT8L,0.6338144
1352,PRKCSH,0.63371044
2686,DYNC2LI1,0.63322246
5144,LRP5,0.6331962
6154,USP28,0.6331654
3138,SIN3A,0.6329535
2920,NXPE3,0.6323756
4174,MED16,0.6323679
1841,TCERG1,0.63233185
4639,STOM,0.6321166
1554,SPPL3,0.6320836
3988,PEX14,0.6320767
2216,FRS2,0.6318955
4411,MTA2,0.6318765
3950,ARID5A,0.6317555
1716,NIFK,0.63170785
848,VEZF1,0.63164693
4398,NR0B2,0.63138884
3362,SNX24,0.6313701
5988,FAM185A,0.63131183
2437,ARMH3,0.63128644
369,KIF3B,0.6311435
2266,UNK,0.6310102
4424,GLE1,0.6308672
3854,BACH1,0.6308609
990,UBAC1,0.6308372
4831,SEPSECS,0.6307857
3724,ZBTB8A,0.6307586
4086,TBC1D17,0.63074994
347,TMOD1,0.630729
2364,SMPD4,0.63061595
688,CDKN1A,0.6304614
3797,TMEM271,0.63036937
7535,CDK19,0.62984467
4429,TMEM69,0.62960863
2072,SLC31A1,0.6293976
1985,RAB5B,0.62924665
693,MIR7-3HG,0.629183
3018,CCDC88A,0.6289929
890,RNASEH1,0.6289404
3605,HSD17B1,0.6286484
2556,GK5,0.6285174
2929,MAP7D2,0.62799275
5172,KIAA1217,0.62765765
7685,SLC6A4,0.627526
2394,PPP2R2C,0.62690306
5681,CPTP,0.62655115
4331,TBCD,0.6263729
2209,DCAF6,0.6262529
158,NENF,0.62580544
293,NAP1L1,0.62564856
496,PET100,0.6252536
160,CSDE1,0.62506217
4689,TAOK2,0.6250229
4478,ZBTB9,0.6249286
7411,MPP3,0.6247369
3836,ADD3,0.6242059
802,ZBTB20,0.6241247
3714,SERTAD3,0.6239976
5795,KBTBD11,0.6239772
2300,TFEB,0.6238742
30,RPS16,0.62379026
631,YME1L1,0.62357086
2064,PSMB8,0.62355244
3127,ME1,0.6235337
40,COX8A,0.62344766
56,PTPRN,0.6232352
5783,ZNF510,0.6231894
3796,ZCCHC8,0.6228632
6053,NUP35,0.62285674
1625,SMARCA4,0.6226531
1536,NNT-AS1,0.62261975
2465,ZNF467,0.62226266
110,EEF2,0.6221766
397,PFN2,0.62181777
4163,UTP3,0.62149763
1740,RC3H1,0.6211058
34,RPL11,0.6207541
3076,SART3,0.62054443
7645,HEATR1,0.62047464
966,RBM17,0.6203929
2474,KIAA1586,0.62022084
1607,CTCF,0.61958045
4358,RGMB-AS1,0.6194977
4686,THNSL2,0.6192214
7527,RBBP9,0.61918014
5638,DSE,0.6188572
6765,ANKRD7,0.61851203
3970,RAPGEF6,0.61832625
1400,RPS6KA3,0.6180999
1813,SLC41A3,0.61794114
1713,CIC,0.61785376
5766,FAM89A,0.6178207
3997,COA7,0.61775815
443,GOLGA2,0.6176068
377,PITHD1,0.61757916
5701,ADCK1,0.61754423
1534,KLF10,0.61746395
1291,PINK1,0.6173883
3080,KCNJ11,0.6173808
2311,PLEKHA5,0.6166501
2021,FOXJ2,0.616648
1885,KCTD18,0.6160032
838,ZC3H6,0.6159467
559,UBE2K,0.61559814
6773,CAPN10-DT,0.6155354
3540,MMS19,0.6152034
2745,ZNF699,0.615032
5263,DBT,0.6149899
1329,C2orf69,0.61471075
1637,PTAR1,0.6146429
6828,HCG11,0.61452156
975,EPN1,0.61448854
4827,IL1R1,0.6144562
2650,CNPPD1,0.6144318
2635,LACTB2,0.6143072
1644,LYST,0.61403507
2595,NAMPT,0.6140116
2197,DIXDC1,0.6139674
1828,SHC1,0.6137869
1416,TANK,0.6136377
1242,RBM26,0.6135528
2024,SLC7A1,0.61350495
3916,ASL,0.61349547
4115,CCDC14,0.61331475
845,NCOR2,0.6131328
4852,MTERF1,0.6130647
1289,RIN2,0.6129969
3877,ECHDC3,0.6124925
346,BRD7,0.61226124
291,CHPF,0.61222094
6328,SLC9A1,0.6120267
3301,LIMA1,0.6119318
5281,PECR,0.6117454
1587,MTHFD2L,0.6115708
5920,SLAIN1,0.6114674
2109,ITCH,0.6112942
5391,SRCIN1,0.6112824
2539,TNK2,0.61121905
727,CCDC25,0.6111064
4500,UBXN2B,0.6108525
7531,ZNF45,0.6108169
3452,SUPT7L,0.6106355
1824,TRIB1,0.61061376
855,ABLIM1,0.6105324
1464,WIPF2,0.61049116
4471,TMEM120A,0.610424
3631,FAM81B,0.6103227
8008,EEF2K,0.6102388
638,ZFP91,0.60960793
1337,IST1,0.60945785
701,SNHG7,0.60944486
1155,LINC00963,0.6093893
716,FBXO25,0.6093787
856,NMRK1,0.60894626
1770,CD44,0.6087901
1564,SLC39A9,0.6087667
1967,SNHG15,0.60864085
5504,SPHK1,0.60842794
921,MIGA1,0.60841197
2708,MTMR7,0.6082233
1991,AVL9,0.60804576
1156,HIPK2,0.6079982
980,C6orf89,0.6079115
2644,EXOC2,0.60784745
3064,PPAT,0.6075276
3158,PPM1H,0.6074968
618,FOXA2,0.607363
1297,DPP6,0.6070809
3364,LRIG1,0.6070609
952,SUPT5H,0.6069994
5272,CARF,0.60698307
537,PTPRN2,0.6067623
1788,TBL1XR1,0.6067035
4905,ABCB6,0.6066547
4066,IL17RE,0.6060209
1294,PCIF1,0.60585105
1656,TMCC3,0.6058055
5414,MPND,0.6056649
5780,TRMT13,0.6052469
3703,NFYC,0.60509217
7348,SLC6A9,0.6049237
6785,NFYC-AS1,0.60472655
7505,LEPR,0.6046152
5187,DDR2,0.6045097
1724,ECE1,0.6041297
979,CLIP1,0.6040941
2281,CSNK1G1,0.6040498
4169,WNK2,0.60379857
2167,N4BP2L1,0.6037478
2146,PPARA,0.6036745
8508,CNMD,0.6035845
4024,TBCEL,0.6034636
4953,GORASP1,0.60334575
7894,SYK,0.6031781
1081,CSRNP3,0.6029782
1914,C11orf24,0.60274726
5571,EHD1,0.6027312
1070,TIMM9,0.6026995
2845,PRDM4,0.6026613
1428,PDCD7,0.602335
4362,ENTPD2,0.6019547
922,CEBPZOS,0.6018065
4944,GALNT13,0.60162705
2373,ZNF224,0.60151505
4335,SLC45A4,0.60102725
1608,LCMT1,0.60093904
7553,CCDC152,0.6008165
2336,EMC9,0.6007619
3903,RHOC,0.60068125
1288,AMFR,0.60049886
1641,ATG4D,0.60037994
1035,CHD6,0.60026056
5141,DIRAS2,0.60019046
3038,ZMYND19,0.60006744
1240,XPC,0.5999886
3983,KLHL41,0.5997936
7749,RAPGEFL1,0.5997352
7673,PTOV1-AS1,0.5994967
2874,SOX6,0.5993905
1773,SETD7,0.5991629
4025,WDTC1,0.59910053
6893,TOP3A,0.59899616
2682,IPO9,0.59881675
2681,METTL14,0.59880936
1488,CDIPT,0.59869146
4221,QSOX2,0.5983982
7996,PGBD4,0.59838575
860,BRD2,0.598363
4172,TFPT,0.5983587
7883,ZNF543,0.5981281
7374,HMOX1,0.59788203
4757,PSMD5,0.5978796
1628,ZNF770,0.5978494
3692,CCDC181,0.5976187
5251,UNC79,0.5974694
7408,KCNC4,0.5970875
3706,PDK2,0.59679013
1130,USP9X,0.5967434
7885,TOP3B,0.59640074
1605,TSHZ1,0.59607977
2447,POLR2J3,0.59605616
2207,LRRC8B,0.5958793
43,NME2,0.5958024
4300,TRMT10B,0.5956696
781,CERK,0.5956589
3030,EPHX2,0.59549856
5028,MTOR,0.59528214
1014,EIF2AK2,0.5952119
3762,MIER3,0.5952031
1233,ERCC5,0.5951525
1676,SAMD11,0.59512556
1523,ZNF146,0.5948839
2551,REL,0.59480816
891,BMI1,0.5946434
2997,DBF4,0.5945719
6772,DGKQ,0.5945216
2235,GKAP1,0.5943442
1186,GRN,0.59431857
4960,TMEM150A,0.5937617
3119,CHKB-DT,0.5936947
2626,PPP1R3E,0.5932073
765,CELF1,0.5930803
1430,SIPA1L1,0.592856
3234,IGF1R,0.59244025
2290,PRKD3,0.5920814
1183,ATP2A3,0.5920577
3976,DLG4,0.59188586
1847,STK35,0.59182334
367,BEX3,0.5915182
1567,DDA1,0.5913995
1499,MBNL2,0.59133327
2127,RASSF7,0.59131646
3599,TRIM25,0.5911812
5086,KCTD11,0.59112614
1640,AGGF1,0.5907796
4150,TNPO2,0.5907495
4007,QKI,0.59068036
4040,HIRA,0.5906177
5673,SLC8A1-AS1,0.59052163
1219,CKAP4,0.59034693
1837,IPO7,0.59027654
4415,UNC5CL,0.5899335
1818,CDC27,0.58971214
3320,NELFB,0.58971053
3222,FAM120B,0.58959764
1919,YPEL2,0.58895034
2035,TUBG2,0.5888642
2584,PTPN2,0.5888398
238,MTDH,0.5887482
4181,TINCR,0.58870655
3408,TMEM63B,0.58858377
4641,OTUD7B,0.5885463
7179,SLC25A35,0.58841
6326,HINFP,0.5883679
2672,OGFOD1,0.588076
6731,BRPF1,0.5878214
1679,ZNF793-AS1,0.5875493
5839,KIAA0753,0.5875156
3272,DMWD,0.5873713
2287,USP36,0.58727825
1334,TUBA1C,0.5872188
4435,FAM227B,0.587161
1112,RPA3,0.58701307
2732,DHRS4,0.5868262
3898,KANSL1-AS1,0.5868145
5826,PTPN13,0.5866512
2492,CCR10,0.58659273
1557,PTPN1,0.5863224
1030,HLA-A,0.5861659
1355,ANKIB1,0.58615994
5446,ZNF433,0.58615965
4729,XPO4,0.58589137
1785,POLD4,0.5855984
2476,GIGYF2,0.5855287
2097,C11orf71,0.58540314
1490,POM121C,0.58520216
2151,ZBTB22,0.584647
1615,YY1AP1,0.5846423
2343,PDZRN3,0.58455014
2964,CCNK,0.5842184
6091,OSBPL1A,0.58420736
7003,PTPRT,0.58413965
2440,ERRFI1,0.5838977
2426,EPB41L3,0.58379376
1060,MOCS2,0.58372664
2504,MDC1,0.58371925
1858,HGS,0.58369416
7837,RYR2,0.5836504
2766,KCTD3,0.5834822
3449,SPTBN4,0.58345777
1055,PRADC1,0.58337265
1040,C17orf58,0.58300275
4247,PXMP4,0.5829959
6679,DLC1,0.5829249
2590,LIX1L,0.5827567
1744,EGLN1,0.5827238
4005,SFT2D3,0.5826445
3180,TMEM132D,0.5825285
474,RRAGD,0.5824057
2770,SLC37A4,0.5823504
3442,PIP4K2C,0.58196574
2246,KIF13B,0.58193827
5213,ABHD4,0.5814948
2326,AAMDC,0.5813901
2004,SLC39A13,0.5809099
2160,ZNF433-AS1,0.5807088
9299,TNFRSF18,0.5803861
3140,HELZ,0.58012086
5939,SFTPD,0.5800694
2962,TLCD3A,0.5799712
2727,PKD2,0.5799565
4866,MEIS1,0.57980376
3416,NSUN3,0.57971597
2423,SMG1,0.5793641
2511,P3H3,0.57919544
4304,ANKZF1,0.5789323
1411,APC,0.578851
1673,FAM118A,0.57883245
58,RPS4X,0.5788259
2096,BTBD7,0.5784372
2471,AGA,0.5784265
1085,AMD1,0.578137
2110,USP30,0.5780902
5041,IGFBP5,0.57802457
8278,C17orf67,0.5779705
7696,TCN2,0.5777831
1996,TIGD5,0.5777461
1152,GSTO1,0.57772636
2499,CAMKK1,0.57766086
624,GTF2I,0.577596
1210,SLC12A5,0.57725066
7978,PSMD6-AS2,0.57637376
423,SAT2,0.5761979
3143,EXOC4,0.5758625
459,MARCKS,0.57569295
983,VOPP1,0.5755887
7654,PYGO1,0.5754196
4326,MROH1,0.5753901
1918,IL17RA,0.57537174
6885,ZNF296,0.5752159
2641,SNRK,0.57472247
6496,RAPGEF5,0.574503
1150,SYNRG,0.5744396
46,RPL6,0.5744383
378,CD59,0.57443315
2558,ZNF544,0.5742818
3626,NPAT,0.5741214
2376,RGS17,0.5741008
4298,TJP2,0.57379013
1677,TSC22D4,0.5736037
472,NME3,0.57322353
3226,MARF1,0.5726665
1325,ROCK1,0.5724466
3508,TTPAL,0.5722541
5215,ZNF672,0.57222176
5161,PIM1,0.57194567
2159,FBXW7,0.5716788
2482,SYNGR4,0.5716118
2702,GPRASP2,0.5716118
4118,NEXMIF,0.57132465
7864,LINC02610,0.57126516
7410,KCNRG,0.571049
1522,PET117,0.57104886
16,EEF1A1,0.570591
343,SVIP,0.5705768
3160,TMEM198,0.5702586
6591,ZBTB40,0.5693621
5555,SPACA6,0.56894284
7369,NAV3,0.56889206
4646,ZFP36L1,0.5687863
2791,CPLX1,0.56855637
2914,GTF3C5,0.5685459
6797,ZNF660,0.56852204
1812,SESTD1,0.568476
2585,SLC37A3,0.5682907
10250,ZNF781,0.56814075
91,UQCRH,0.5680554
5692,TFIP11,0.56796056
2865,MKNK1,0.5678372
9856,TOB1-AS1,0.5676615
4426,SRGAP1,0.5676483
1591,GBF1,0.567513
3448,PLXNA3,0.5674317
2082,RBMXL1,0.56736404
1638,ACAP3,0.56693214
2857,NCSTN,0.56677926
1970,GOLGA5,0.5664598
2767,EPB41L1,0.5663584
11035,ZNF382,0.5662401
2850,KLHL28,0.56617445
5068,RASSF8,0.56616735
12165,POC1B,0.5660733
1259,BLCAP,0.56603706
4633,DOK4,0.56580645
1505,PQBP1,0.5655404
2749,SLC30A7,0.5654823
7845,CYP51A1-AS1,0.565468
1972,ZNF33A,0.56541747
5046,MISP,0.5653293
1206,GINM1,0.5653277
7729,IL17D,0.56517994
1739,TM7SF3,0.5648095
3591,KCNF1,0.56468725
3438,IMPDH1,0.5646108
4794,PIK3R1,0.5644656
3299,MRPL10,0.5641778
6358,ZNF23,0.56409484
3039,WDFY3,0.5639809
1921,GALNT1,0.56374514
2618,NET1,0.5636751
1965,UBTF,0.5631226
2312,CCZ1,0.5631151
7246,LIPE,0.56311107
1370,MYH14,0.56307864
182,TOMM20,0.5628571
3154,MALT1,0.56272954
1774,ABHD12,0.5623025
328,IDS,0.562259
5480,SLC22A5,0.5620931
257,SERINC1,0.56200516
1830,KCNQ2,0.5618793
4550,MRPL39,0.5618013
170,RPS7,0.56169987
945,BEND7,0.56144965
2410,ASB3,0.5609652
1632,GANAB,0.5609023
1118,PHF20,0.56088907
1220,SMIM14,0.5608034
1902,RAC3,0.56043315
6970,NECTIN3-AS1,0.5603789
2424,TNPO3,0.5597473
4076,CWC22,0.55966544
1878,SUMF2,0.5593501
953,DDX21,0.5587706
4497,LACTB,0.5587581
514,MAP1LC3A,0.55800873
5140,ZNF711,0.5578001
6608,FAM41C,0.55763257
389,OTUD6B-AS1,0.55759674
1575,DLEU1,0.55755746
3310,ZBTB10,0.5572046
1697,SYT14,0.55709124
8264,SLC45A3,0.5565146
4391,SBF1,0.5564815
803,MCRIP2,0.55637455
2893,PIP5K1A,0.55635935
7584,ZNF484,0.55635583
1974,CRTAP,0.55631125
1398,TMED8,0.5561842
1207,NAA30,0.5561712
2789,PDE12,0.55610937
840,EIF3A,0.5557362
2910,ACSS2,0.55548716
6821,GLMN,0.55544704
1342,R3HDM4,0.5553161
5402,TSPAN6,0.55531234
4012,CDK5,0.55525476
5383,NUP133,0.5552048
843,SNHG30,0.55489755
2779,ANKRD13A,0.5547678
2288,MHENCR,0.55471784
1524,AZI2,0.5544609
3090,ZNF524,0.5544415
247,SEC11A,0.5544261
913,CENPB,0.55438274
3112,NF1,0.5541529
3205,PLOD2,0.554099
1718,DHX9,0.5537427
5217,GMPR,0.55335206
5427,CAMK1D,0.55306005
5255,CADM4,0.5529187
3350,RAD54L2,0.55214906
2274,LASP1,0.55196744
2832,RBBP5,0.5516845
3147,RREB1,0.551422
1486,NUMA1,0.5513988
4625,ARMCX2,0.5513183
18,UBA52,0.5512756
2442,CEP63,0.55118716
4374,MPHOSPH9,0.55113024
629,EIF3L,0.55102193
4612,B4GALT1,0.5508015
2218,RRM1,0.5507779
7627,SH3BP5L,0.5506273
1235,RERE,0.5504979
3742,NNT,0.5502918
3885,PPIF,0.5502775
1067,C2CD4B,0.55020356
5874,ZNF441,0.5501284
5328,PEX11A,0.5499507
1735,USP10,0.5498689
2939,AKAP13,0.5498033
2114,ZBED3,0.54939467
2943,NEAT1,0.5492577
2794,TRAPPC8,0.54924136
8971,ACTC1,0.54916525
3808,APEX2,0.5491414
2824,KMT2E-AS1,0.5489583
1412,LIMCH1,0.54889405
3483,SNAPC1,0.54889196
3554,MAGI1,0.548411
3815,RBM12B,0.54839283
912,VAT1,0.5481872
5169,SFR1,0.54804546
14151,TDRD6,0.5477879
2327,UIMC1,0.5477666
9295,BRCA1,0.54774827
1589,EIF4EBP2,0.5475223
900,TMEM9,0.5473846
4524,CSK,0.5471299
7224,ABRAXAS1,0.546677
3371,COMMD4,0.5465419
1004,LSM2,0.5461296
2628,CLASRP,0.5461166
3159,ZNF26,0.5460013
2560,RRP7A,0.54598755
1549,SPOP,0.54565674
3564,KRTCAP3,0.5455451
5491,MRAS,0.54544175
6562,SLC5A1,0.54524356
1366,LENG8,0.54518557
1367,DCTN1,0.5451785
5581,ALG1,0.54511726
9306,NRIP3,0.54487133
6200,ZNF528,0.5448079
3405,SNX19,0.54472405
7044,CYP4F3,0.5447179
418,PRXL2A,0.54444236
3977,CPSF2,0.54428446
3752,HIVEP3,0.5442429
1415,YTHDC1,0.5441881
37,RPS25,0.5439583
566,SPINT2,0.54379255
3802,AKAP7,0.5431799
1427,LETMD1,0.54275167
1890,KLF9,0.5426417
724,LSM8,0.5425821
1756,ZNF429,0.5425798
6553,URB1,0.54253966
8957,KCNAB1,0.54251796
4041,RHNO1,0.54224974
6370,SASH1,0.5421991
2518,SLC25A44,0.54195654
3730,PDSS2,0.5418521
1211,ZNF652,0.5416075
3464,PPTC7,0.5416037
2843,SPATS2L,0.54157966
2961,HNRNPUL2,0.5415273
2490,ZNF667,0.5413406
5785,SLC27A4,0.5413203
1518,GNAZ,0.54127604
3290,ARMC8,0.5412104
6685,PLOD1,0.541056
1388,URB1-AS1,0.54098856
3743,STOX2,0.5409866
1761,ZNF593,0.54079825
5631,FBXL12,0.5407833
1754,C8orf33,0.54076356
6080,MED14,0.5407532
1846,MAPK1,0.5405911
4724,ARHGEF18,0.53994054
3178,ZNF766,0.53984797
4208,MAP3K8,0.5398357
3667,JAKMIP2,0.53971934
7848,E2F1,0.53971153
1948,PRPSAP1,0.539707
163,LAMTOR1,0.5396105
3817,DDX23,0.53957194
1194,SMIM20,0.5394889
6121,MRE11,0.5394654
903,MFF,0.53937405
4485,CD40,0.53930664
1984,RNF41,0.5392642
3880,NCK2,0.53904676
909,RASSF8-AS1,0.53887725
6114,PRR4,0.5387613
3507,ITGB3BP,0.5386484
4889,DHFR,0.5383004
451,ZSCAN16-AS1,0.53820866
2108,CDC42BPB,0.53810936
3712,C21orf91,0.5379721
3096,B4GALNT3,0.53779185
3856,ADAM15,0.5376749
942,SRSF2,0.5376299
3639,SNHG11,0.53746915
5508,CRNKL1,0.53728443
4779,SOCS7,0.53706807
1327,CHD8,0.53705984
1097,USP22,0.53705114
782,NCBP2AS2,0.5368547
4839,TOB2,0.53661996
3413,MFAP1,0.5364563
3070,SLC25A25,0.53639966
3209,RALGAPA1,0.53635406
330,GLRX5,0.53600067
2331,MTERF4,0.5359082
2102,NMNAT3,0.5358984
5634,GATA6,0.5358572
5186,NUP88,0.53580415
2066,UFL1,0.53579915
3616,PHLDB3,0.53565496
4028,BLMH,0.5355807
934,USP12,0.53542525
1303,LMO1,0.5352579
2728,UBALD2,0.5352092
3193,DENND4B,0.5351185
1701,CAND1,0.5349887
1244,ALCAM,0.5349379
4461,RCL1,0.5348839
7537,PIR,0.5348582
3407,ZNF84,0.5346745
923,ZNF32,0.53457665
33,RPL35A,0.5339884
4278,PLEKHG3,0.5339573
174,SLC25A3,0.533857
246,BRI3,0.53383553
6808,ZXDB,0.533622
5201,POLRMT,0.53361756
3996,SSTR1,0.5336119
482,TOMM5,0.5334729
2009,SLC25A46,0.533119
6041,TC2N,0.5330426
5584,ARMT1,0.5330118
3522,PBX2,0.5330066
1623,KLHDC10,0.532839
1480,TAF11,0.53274065
8031,RNASEL,0.53272855
2747,ATM,0.5326832
29,RPL37A,0.532615
2533,CPQ,0.53246355
2797,ASB1,0.53243065
3657,NR2C2,0.5322404
3465,MINPP1,0.532021
2135,ZCCHC10,0.5319546
3329,TBC1D24,0.5315912
2219,TBC1D20,0.53151757
1622,PPP6R2,0.5312429
5040,ATF6B,0.5311729
2295,ST18,0.5311458
1053,REX1BD,0.5306478
3016,SESN1,0.5306115
1217,MAPKAPK5-AS1,0.53060997
2785,PDS5A,0.5306018
3367,NOA1,0.53043777
1926,SSBP3,0.53036237
5623,FAM171A1,0.5303352
6045,FAM117B,0.5302341
1731,TEN1,0.53014004
3738,CORO1C,0.5298679
1683,CTBS,0.5297858
7810,MTAP,0.52964085
1911,FUBP3,0.52940995
1487,MEF2A,0.5294096
1580,TOR3A,0.52932936
893,SNF8,0.52926177
3822,YAE1,0.5290935
1834,RNF220,0.5286183
262,NACA,0.528488
3653,TMEM186,0.5283112
2978,ZBTB41,0.5282052
5481,POLE4,0.52809405
1369,LRRC75A,0.5280606
5808,TAB1,0.5280531
7041,CBARP,0.52804244
1935,CARD19,0.5278723
1860,LRRFIP1,0.52783185
1189,RNF130,0.5277241
2214,MBD6,0.5275832
1751,CSNK1D,0.5274581
1368,CDS2,0.5274235
2040,NRSN2,0.5273152
1435,TRIP12,0.52717197
3661,NOL8,0.5269237
8724,KCNN3,0.52656984
7538,HEATR6,0.52656806
1729,YIPF5,0.5264507
1418,TMEM256,0.5258276
1496,NAGLU,0.5257977
3839,RNF180,0.5257778
2692,ISG20L2,0.5256284
7191,RAB33A,0.5255152
5386,ABCC6,0.524999
6611,PPM1M,0.5249376
1447,GADD45G,0.52412724
4597,CYTOR,0.5240923
5912,TRIM66,0.52406913
4439,NAPRT,0.52394277
3679,NCOA3,0.52391756
2409,MRPS18A,0.52389216
2973,C2CD4A,0.5236709
1553,THAP7,0.52356553
3909,TLCD4,0.52353334
1433,REXO2,0.5230724
5955,INO80B,0.52307135
5898,TRIM39,0.52270806
3068,CRAT,0.5226418
1787,TAPBP,0.5224316
235,TMED3,0.52240664
1261,MAPK13,0.52238506
7200,LINC01970,0.52236253
7585,CDON,0.52157336
1274,FAM168B,0.5215669
6284,ZNF337,0.5214101
4073,RFX6,0.5210349
2121,SEZ6L,0.5208074
6119,GTPBP10,0.5207509
943,RBBP6,0.52060425
3283,ETS1,0.52047247
1141,FBXW11,0.52035975
4716,XAB2,0.52035636
2180,RRAGC,0.5198451
1173,KPNA3,0.51983196
2619,ATF7,0.51973045
1618,DNAJC24,0.51972795
2388,CIAO1,0.51947665
5171,NUP93,0.5190718
1197,WSB2,0.5190425
3088,FAM193B,0.5187818
5850,AMT,0.51835185
1954,SSX2IP,0.5183407
2958,MYO1C,0.518248
9260,WDR76,0.51807636
2119,RAB29,0.5180355
